1.0,2.0,3.0,3.1,3.2,3.3,3.4,3.5,3.6,4.0,5.0,6.0,7.0,7.1,7.2,7.3,7.4,7.5,8.0,9.0,10.0,11.0,12.0,13.0,14.0,14.1,15.0,16.0
History,Design philosophy and features,Syntax and semantics,Indentation,Statements and control flow,Expressions,Methods,Typing,Arithmetic operations,Programming examples,Libraries,Development environments,Implementations,Reference implementation,Other implementations,Unsupported implementations,Cross-compilers to other languages,Performance,Development,API documentation generators,Naming,Uses,Languages influenced by Python,See also,References,Sources,Further reading,External links
